XYDATA,BFII_lipid-000_12-15-25-1,BFII_lipid-004_12-15-25-1,BFII_lipid-008_12-15-25-1,BFII_lipid-012_12-15-25-1,BFII_lipid-016_12-15-25-1,BFII_lipid-020_12-15-25-1,BFII_lipid-024_12-15-25-1,BFII_lipid-028_12-15-25-1,BFII_lipid-032_12-15-25-1,BFII_lipid-036_12-15-25-1,BFII_lipid-040_12-15-25-1
379.0000,1840.13,1757.22,1718.37,1511.52,1564.9,1546.68,1513.88,1478.7,1452.43,1418.29,1374.44
379.5000,1820.36,1738.4,1699.11,1494.89,1547.83,1529.36,1496.99,1462.11,1435.78,1402.57,1358.5
380.0000,1798.48,1717.53,1678.18,1476.34,1528.5,1510.03,1478.37,1443.57,1418.58,1384.73,1341.85
380.5000,1778.18,1698.48,1659.68,1459.71,1511.44,1492.87,1460.95,1427.27,1402.54,1368.43,1326.32
381.0000,1754.4,1675.21,1637.17,1439.49,1490.83,1471.3,1440.16,1407.09,1382.51,1348.34,1307.02
381.5000,1732.04,1653.84,1616.65,1421.58,1471.16,1452.55,1421.38,1388.77,1363.94,1330.26,1289.26
382.0000,1711.77,1634.7,1597.63,1404.98,1453.34,1434.71,1404.87,1372.17,1347.13,1314.05,1272.94
382.5000,1689.67,1613.48,1576.67,1385.91,1433.53,1415.69,1386.31,1353.57,1328.36,1296.73,1255.57
383.0000,1669.57,1594.18,1556.66,1368.5,1415.58,1398.27,1369.09,1336.49,1311.6,1280.54,1239.35
383.5000,1645.71,1570.4,1533.25,1348.33,1394.42,1376.8,1348.21,1317.22,1291.01,1261.12,1220.44
384.0000,1623.33,1548.9,1512.27,1330.07,1374.7,1357.84,1328.99,1298.38,1272.36,1242.72,1203.02
384.5000,1603.38,1529.81,1493.01,1313.17,1356.71,1340.58,1311.82,1280.94,1255.98,1226.41,1187.49
385.0000,1581.13,1508.2,1472.57,1294.84,1337.15,1321.54,1292.8,1262.09,1237.9,1208.83,1170.28
385.5000,1560.59,1488.87,1452.75,1277.92,1319.83,1303.42,1275.18,1245.5,1221.39,1193.19,1153.95
386.0000,1536.18,1465.33,1430.11,1257.54,1299.57,1282.45,1254.51,1225.6,1201.95,1173.99,1135.75
386.5000,1514.23,1443.87,1409.24,1238.54,1280.17,1263.71,1235.78,1207.68,1184.25,1155.9,1118.5
387.0000,1493.68,1424.16,1390.22,1221.76,1262.49,1246.03,1218.94,1190.94,1168.25,1139.67,1102.28
387.5000,1471.81,1402.66,1369.51,1203.28,1243.85,1226.55,1200.31,1172.63,1150.41,1122.24,1085.31
388.0000,1451.54,1382.6,1350.49,1186.42,1226.72,1209.15,1183.54,1156.25,1133.92,1106.64,1070.39
388.5000,1427.26,1359.45,1327.94,1166.31,1205.96,1188.73,1163.33,1136.41,1113.99,1087.84,1051.56
389.0000,1405.47,1338.53,1307.37,1148.03,1187.23,1169.96,1144.27,1118.15,1096.03,1071.02,1034.87
