XYDATA,TRP_lipid-000_12-11-25-1,TRP_lipid-005_12-11-25-1,TRP_lipid-010_12-11-25-1,TRP_lipid-015_12-11-25-1,TRP_lipid-020_12-11-25-1,TRP_lipid-025_12-11-25-1,TRP_lipid-030_12-11-25-1,TRP_lipid-035_12-11-25-1,TRP_lipid-040_12-11-25-1,TRP_lipid-045_12-11-25-1,TRP_lipid-050_12-11-25-1
337.0000,2363.24,2299.43,2277.99,2238.98,2201.1,2155.25,2146.38,2118.25,2100.76,2063.83,2033.9
337.5000,2398.78,2334.84,2312.16,2272.68,2235.2,2188.14,2179.06,2150.06,2132.42,2095.09,2064.23
338.0000,2425.83,2361.2,2337.16,2297.64,2259.51,2212.89,2203.25,2173.28,2155.38,2117.67,2086.38
338.5000,2460.61,2394.27,2370.32,2331.4,2292.13,2244.67,2234.54,2203.67,2186.12,2147.16,2116.07
339.0000,2488.56,2422.06,2397.22,2357.93,2318.49,2269.99,2259.32,2227.94,2210.66,2171.53,2139.39
339.5000,2518.82,2451.88,2426.16,2385.81,2346.21,2297.06,2286.33,2255.27,2237.17,2197.42,2165.29
340.0000,2545.77,2477.72,2451.81,2411.41,2371.22,2321.5,2310.03,2278.75,2260.05,2220.08,2186.94
340.5000,2574.68,2505.53,2479.32,2438.42,2398.25,2346.69,2335.9,2303.86,2285.1,2244.73,2211.09
341.0000,2600.18,2529.51,2503.74,2461.73,2421.36,2369.23,2358.6,2326.41,2307.25,2266.56,2232.51
341.5000,2626.58,2555.21,2528.74,2487.16,2446.35,2393.6,2382.99,2350.86,2330.66,2290.15,2256.03
342.0000,2654.62,2583.08,2555.84,2512.55,2472.41,2419.05,2408.21,2377,2355.18,2314.95,2280.22
342.5000,2674.2,2603.37,2575.71,2531.74,2490.98,2437.42,2425.44,2395.35,2373.25,2333,2297.5
343.0000,2700.24,2628.92,2601.32,2557.4,2514.86,2460.88,2449.46,2418.21,2396.2,2356.31,2320.65
343.5000,2721.54,2648.74,2622.34,2576.67,2534.99,2480.42,2468.35,2437.09,2414.32,2374.25,2339.07
344.0000,2744.18,2669.86,2644.2,2597.11,2556.2,2500.29,2489.51,2456.55,2434.22,2394.09,2357.62
344.5000,2763.45,2687.74,2662.87,2616.38,2574.64,2518.41,2507.32,2474.24,2450.78,2411.33,2374.32
345.0000,2783.85,2708.16,2682.85,2636.51,2593.05,2537.81,2526.18,2493.17,2468.76,2429.19,2391.25
345.5000,2800.66,2724.94,2699.54,2652.56,2610.21,2554.09,2542.68,2508.42,2484.11,2444.19,2406.3
