XYDATA,BFII_nolipid-no_12-11-25-1,BFII_nolipid-no_12-11-25-2,BFII_nolipid-no_12-11-25-3,BFII_nolipid-no_12-11-25-4,BFII_nolipid-no_12-11-25-5,BFII_nolipid-no_12-11-25-6,BFII_nolipid-no_12-11-25-7,BFII_nolipid-no_12-11-25-8,BFII_nolipid-no_12-11-25-9,BFII_nolipid-no_12-11-25-10,BFII_nolipid-no_12-11-25-11
394.5000,1179.89,1171.54,1146.46,1127.4,1108.01,1078.98,1078.85,1081.05,1078.95,1071.58,1058.95
395.0000,1157.84,1149.76,1124.86,1105.9,1086.84,1058.99,1059.06,1061.33,1058.74,1052.12,1039.54
395.5000,1137.62,1129.82,1105.44,1086.57,1068.38,1040.92,1040.84,1043.13,1040.44,1034.25,1022.06
396.0000,1119.9,1111.96,1087.6,1069.02,1051.31,1024.8,1024.02,1027.4,1023.76,1017.94,1006.01
396.5000,1098.27,1091.55,1066.62,1048.7,1031.21,1005.58,1004.59,1008.15,1004.03,998.915,985.827
397.0000,1082.69,1076.42,1051.3,1033.63,1016.48,991.515,989.927,994.314,989.364,984.247,971.678
397.5000,1061.94,1055.86,1030.37,1013.55,996.057,972.063,970.61,974.799,970.474,965.135,953.215
398.0000,1043.13,1036.96,1012.01,995.395,977.901,954.87,953.216,957.781,953.401,947.835,936.409
398.5000,1026.41,1019.89,995.551,979.064,961.584,939.206,937.528,942.244,938.154,932.258,921.374
399.0000,1005.38,1000.43,976.16,960.392,942.51,920.523,918.696,923.28,919.315,913.62,903.35
399.5000,987.111,982.49,958.43,942.731,924.957,903.597,901.992,906.043,902.661,897.13,886.877
400.0000,970.811,966.258,942.732,926.993,908.862,888.114,886.963,890.864,887.708,882.227,871.627
400.5000,954.331,949.631,927.073,911.393,893.597,872.746,871.441,876.163,872.639,867.963,856.97
401.0000,936.651,932.292,909.59,894.451,877.14,856.394,855.046,859.996,856.345,851.982,841.579
401.5000,917.938,913.699,890.823,876.57,859.082,838.944,837.423,842.305,838.909,834.809,824.255
402.0000,901.395,896.163,874.242,860.075,842.938,822.874,821.79,826.39,823.383,819.563,808.394
402.5000,886.117,880.545,859.055,845.398,828.473,808.828,807.714,812.485,809.255,805.582,794.383
403.0000,867.655,862.459,841.209,827.834,811.096,792.335,791.424,795.842,792.853,788.865,778.427
403.5000,850.828,846.102,825.322,812.085,795.234,777.197,776.511,780.879,777.274,774.252,763.164
404.0000,835.939,831.35,811.05,798.07,781.377,763.492,763.248,767.176,763.545,760.696,749.911
